trip,Year,month,gear,light,fleet,bait,hook,hooks,sets,SWO,BUM,lat5,lon5,lat,lon,hbf,habSWO,habBUM,season,area
403.2016.1.3.0.-25,2016,1,403,0,3,0,0,17.43,7,107,1,0,-25,2.5,-28.5,10,2.4353e-08,2.4569e-08,1,N
403.2016.5.3.0.-30,2016,5,403,0,3,0,0,83.82,33,420,4,0,-30,2.5,-32.5,10,2.5518e-08,1.8543e-08,2,N
403.2017.11.3.0.-35,2017,11,403,0,3,0,0,1.2,1,5,0,0,-35,-3.5,-36.5,10,2.9486e-08,4.5673e-08,4,S
403.2017.7.3.0.-40,2017,7,403,0,3,0,0,1.4,1,6,0,0,-40,-0.5,-42.5,10,2.8838e-08,4.8606e-08,3,S
404.1990.4.3.-35.-50,1990,4,404,0,3,0,0,1.488,1,17,0,-35,-50,-39.5,-53.5,24,3.2782e-08,3.7435e-10,2,S
404.1990.7.3.-30.-45,1990,7,404,0,3,0,0,38.88,15,265,3,-30,-45,-32.5,-48.5,24,2.7349e-08,3.373e-09,3,S
404.1991.1.3.-30.-45,1991,1,404,0,3,0,0,26.88,10,171,5,-30,-45,-32.5,-47.5,24,2.7004e-08,1.66555e-08,1,S
404.1991.6.3.-25.-40,1991,6,404,0,3,0,0,4.704,2,27,1,-25,-40,-26,-44.5,24,2.84185e-08,1.6552e-08,2,S
404.1991.8.3.-30.-50.4,1991,8,404,0,3,0,0,52.32,20,0,3,-30,-50,-32,-50.5,24,0,3.69535e-09,3,S
404.1992.2.3.-25.-40,1992,2,404,0,3,0,0,66,25,469,31,-25,-40,-27.5,-42.5,24,2.5069e-08,2.3576e-08,1,S
404.1993.2.3.-20.-40,1993,2,404,0,3,0,0,1.776,1,9,1,-20,-40,-24.5,-40.5,24,2.5502e-08,2.7886e-08,1,S
404.1993.2.3.-30.-35,1993,2,404,0,3,0,0,6.624,3,52,1,-30,-35,-32.5,-36.5,24,2.5396e-08,1.3208e-08,1,S
404.1993.4.3.-25.-40,1993,4,404,0,3,0,0,11.04,4,79,7,-25,-40,-27,-42.5,24,2.6196e-08,2.3846e-08,2,S
404.1994.2.3.-20.-20,1994,2,404,0,3,0,0,87.12,33,614,72,-20,-20,-21.5,-22.5,24,2.7681e-08,3.7724e-08,1,S
404.1995.3.3.-25.-40,1995,3,404,0,3,0,0,11.136,4,65,3,-25,-40,-26,-41.5,24,2.5466e-08,2.5662e-08,1,S
404.1996.4.3.-25.-25,1996,4,404,0,3,0,0,3.552,1,28,3,-25,-25,-28.5,-26.5,24,2.5609e-08,1.4559e-08,2,S
404.1996.5.3.-15.-25,1996,5,404,0,3,0,0,8.208,3,55,4,-15,-25,-18.5,-28.5,24,3.1028e-08,3.8483e-08,2,S
404.1996.6.3.-5.-30,1996,6,404,0,3,0,0,0.792,1,5,0,-5,-30,-8.5,-30.5,24,2.7088e-08,2.0728e-08,2,S
404.1997.1.3.-20.-30,1997,1,404,0,3,0,0,0.912,1,11,1,-20,-30,-23.5,-34.5,24,2.7095e-08,3.4133e-08,1,S
404.1997.4.3.-10.-25,1997,4,404,0,3,0,0,2.04,1,15,0,-10,-25,-14.5,-27.5,24,3.2017e-08,3.3157e-08,2,S
404.1998.11.3.-10.-25,1998,11,404,0,3,0,0,18.648,7,116,7,-10,-25,-12.5,-26.5,24,3.0086e-08,2.1315e-08,4,S
404.1998.11.3.-25.-25,1998,11,404,0,3,0,0,2.016,2,19,0,-25,-25,-26.5,-27.5,24,2.6023e-08,1.37955e-08,4,S
404.1998.6.3.-20.-25,1998,6,404,0,3,0,0,2.424,1,19,2,-20,-25,-20.5,-26.5,24,2.838e-08,3.1419e-08,2,S
404.1999.12.3.-10.-35,1999,12,404,0,3,0,0,4.416,2,38,1,-10,-35,-13.5,-37,24,3.14975e-08,3.9884e-08,4,S
404.1999.2.3.-10.-35,1999,2,404,0,3,0,0,3,1,26,3,-10,-35,-13.5,-37.5,24,2.9198e-08,5.1385e-08,1,S
404.1999.2.3.-15.-35,1999,2,404,0,3,0,0,4.992,2,32,3,-15,-35,-18.5,-36,24,2.703e-08,5.44865e-08,1,S
404.1999.3.3.-20.-25,1999,3,404,0,3,0,0,9.504,4,51,3,-20,-25,-23.5,-28.5,24,2.57535e-08,3.84245e-08,1,S
404.1999.4.3.-30.-35,1999,4,404,0,3,0,0,1.992,1,10,0,-30,-35,-34.5,-38.5,24,2.7816e-08,7.078e-09,2,S
404.1999.6.3.0.-20,1999,6,404,0,3,0,0,8.784,3,50,1,0,-20,-0.5,-21.5,24,2.6162e-08,7.1312e-09,2,S
404.2000.1.3.-15.-25,2000,1,404,0,3,0,0,0.84,1,4,0,-15,-25,-19.5,-25.5,24,2.8296e-08,3.0766e-08,1,S
404.2000.1.3.-25.-15,2000,1,404,0,3,0,0,60.72,23,369,14,-25,-15,-27.5,-18.5,24,2.5601e-08,2.0342e-08,1,S
404.2000.7.3.-20.-35,2000,7,404,0,3,0,0,1.008,1,9,0,-20,-35,-20.5,-38.5,24,2.7417e-08,2.6039e-08,3,S
404.2000.8.3.-10.-35,2000,8,404,0,3,0,0,2.688,1,24,0,-10,-35,-13.5,-35.5,24,3.1984e-08,2.9427e-08,3,S
404.2001.10.3.-10.-25,2001,10,404,0,3,0,0,22.08,8,174,9,-10,-25,-13,-27.5,24,3.038e-08,1.96085e-08,4,S
404.2001.11.3.-10.-20,2001,11,404,0,3,0,0,4.512,2,46,1,-10,-20,-14,-22,24,3.0605e-08,1.75525e-08,4,S
404.2001.2.3.-15.-30,2001,2,404,0,3,0,0,7.704,3,55,11,-15,-30,-19.5,-34.5,24,2.6686e-08,5.707e-08,1,S
404.2001.3.3.-25.-25,2001,3,404,0,3,0,0,31.968,12,183,5,-25,-25,-28.5,-28,24,2.4878e-08,1.98975e-08,1,S
404.2001.5.3.-25.-40,2001,5,404,0,3,0,0,22.08,8,145,5,-25,-40,-27,-42.5,24,2.5622e-08,2.21055e-08,2,S
404.2001.7.3.-10.-20,2001,7,404,0,3,0,0,3.6,1,25,3,-10,-20,-11.5,-22.5,24,2.7475e-08,1.6358e-08,3,S
404.2002.1.3.-30.-25,2002,1,404,0,3,0,0,1.392,1,8,0,-30,-25,-31.5,-25.5,24,2.5371e-08,1.0803e-08,1,S
404.2002.1.3.0.-30,2002,1,404,0,3,0,0,8.424,3,43,1,0,-30,3.5,-32.5,24,2.5356e-08,1.1525e-08,1,N
404.2002.12.3.0.-30,2002,12,404,0,3,0,0,6.336,2,45,1,0,-30,-2,-33,24,2.8403e-08,1.32725e-08,4,S
404.2002.2.3.-15.-20,2002,2,404,0,3,0,0,5.904,2,30,2,-15,-20,-16.5,-23.5,24,2.96915e-08,2.9421e-08,1,S
404.2002.3.3.0.-40,2002,3,404,0,3,0,0,1.104,1,9,0,0,-40,-0.5,-43.5,24,2.9349e-08,1.9467e-08,1,S
404.2002.5.3.-15.-30,2002,5,404,0,3,0,0,19.968,8,128,15,-15,-30,-17.5,-33.5,24,3.0647e-08,4.42e-08,2,S
404.2002.5.3.-20.-30,2002,5,404,0,3,0,0,17.976,7,112,7,-20,-30,-24.5,-33.5,24,2.6031e-08,2.8258e-08,2,S
404.2002.6.3.-15.-35,2002,6,404,0,3,0,0,18.12,7,112,5,-15,-35,-16.5,-35.5,24,2.8331e-08,3.7044e-08,2,S
404.2002.8.3.0.-30,2002,8,404,0,3,0,0,10.008,6,53,2,0,-30,0.5,-32.5,24,2.60715e-08,1.11205e-08,3,N
404.2002.9.3.-5.-30,2002,9,404,0,3,0,0,14.04,5,84,3,-5,-30,-7.5,-30.5,24,2.6173e-08,1.7142e-08,3,S
404.2002.9.3.30.-40,2002,9,404,0,3,0,0,3.408,1,10,2,30,-40,33.5,-40.5,24,1.9384e-08,2.1366e-08,3,N
404.2003.10.3.10.-20,2003,10,404,0,3,0,0,5.616,2,22,0,10,-20,12.5,-21.5,24,1.5942e-08,2.16825e-09,4,N
404.2003.10.3.15.-25,2003,10,404,0,3,0,0,1.968,1,10,0,15,-25,16.5,-29.5,24,2.0519e-08,8.8387e-09,4,N
404.2003.11.3.-30.-35,2003,11,404,0,3,0,0,4.8,2,28,1,-30,-35,-31.5,-39,24,2.5908e-08,4.88355e-09,4,S
404.2003.12.3.-30.-45,2003,12,404,0,3,0,0,12,5,48,1,-30,-45,-34.5,-48.5,24,2.6363e-08,7.1277e-09,4,S
404.2003.2.3.-15.-30,2003,2,404,0,3,0,0,8.136,3,58,3,-15,-30,-18.5,-30.5,24,2.7258e-08,5.0712e-08,1,S
404.2003.5.3.0.-35,2003,5,404,0,3,0,0,12,5,67,2,0,-35,1.5,-37.5,24,2.7034e-08,7.1157e-09,2,N
404.2003.6.3.-15.-25,2003,6,404,0,3,0,0,29.04,11,203,13,-15,-25,-17.5,-27.5,24,3.0814e-08,3.2294e-08,2,S
404.2003.8.3.-25.-45,2003,8,404,0,3,0,0,2.4,1,0,0,-25,-45,-26.5,-47.5,24,0,0,3,S
404.2003.8.3.5.-25,2003,8,404,0,3,0,0,12,5,49,1,5,-25,7.5,-29.5,24,2.1197e-08,4.8473e-09,3,N
404.2004.1.3.-25.-35,2004,1,404,0,3,0,0,3.408,1,18,0,-25,-35,-29.5,-35.5,24,2.5586e-08,1.2144e-08,1,S
404.2004.10.3.-30.-40,2004,10,404,0,3,0,0,3.6,1,22,0,-30,-40,-34.5,-44.5,24,2.7839e-08,2.6161e-09,4,S
404.2004.10.3.-30.-45,2004,10,404,0,3,0,0,29.832,11,128,0,-30,-45,-31.5,-48.5,24,2.6173e-08,3.3247e-09,4,S
404.2004.4.3.30.-30,2004,4,404,0,3,0,0,5.232,2,19,0,30,-30,32.5,-32.5,24,1.87065e-08,8.42075e-09,2,N
404.2004.5.3.-30.-45,2004,5,404,0,3,0,0,23.568,9,118,3,-30,-45,-32.5,-46.5,24,2.6093e-08,1.1827e-08,2,S
404.2004.7.3.-25.-45,2004,7,404,0,3,0,0,75.912,29,205,4,-25,-45,-27.5,-46.5,24,2.5503e-08,9.0514e-09,3,S
404.2004.7.3.0.-45,2004,7,404,0,3,0,0,3.984,2,21,3,0,-45,2.5,-46,24,2.75535e-08,2.11355e-08,3,N
404.2004.8.3.5.-35,2004,8,404,0,3,0,0,1.992,1,7,0,5,-35,6.5,-36.5,24,2.5031e-08,6.7757e-09,3,N
404.2005.10.3.-25.-45,2005,10,404,0,3,0,0,52.944,21,192,3,-25,-45,-27.5,-46.5,24,2.6022e-08,7.4886e-09,4,S
404.2005.10.3.-30.-40,2005,10,404,0,3,0,0,11.184,4,55,0,-30,-40,-32.5,-44,24,2.57045e-08,2.81705e-09,4,S
404.2005.12.3.-20.-35,2005,12,404,0,3,0,0,7.2,3,36,2,-20,-35,-23.5,-37.5,24,2.5883e-08,2.9737e-08,4,S
404.2005.12.3.-35.-25,2005,12,404,0,3,0,0,1.056,1,3,0,-35,-25,-35.5,-25.5,24,2.8144e-08,1.9175e-09,4,S
404.2005.2.3.-25.-40,2005,2,404,0,3,0,0,6.576,3,26,2,-25,-40,-27.5,-43.5,24,2.4487e-08,1.8449e-08,1,S
404.2005.3.3.-25.-45,2005,3,404,0,3,0,0,7.224,3,41,1,-25,-45,-27.5,-46.5,24,2.6716e-08,1.7764e-08,1,S
404.2005.4.3.-15.-25,2005,4,404,0,3,0,0,31.68,12,191,13,-15,-25,-18,-28,24,3.0138e-08,3.64315e-08,2,S
404.2005.4.3.-30.-50,2005,4,404,0,3,0,0,36.96,14,77,0,-30,-50,-33.5,-51.5,24,0,0,2,S
404.2005.6.3.-10.-30,2005,6,404,0,3,0,0,2.472,1,17,3,-10,-30,-12.5,-33.5,24,3.1998e-08,3.8427e-08,2,S
404.2005.7.3.0.-30,2005,7,404,0,3,0,0,1.2,1,6,0,0,-30,-4.5,-34.5,24,2.9742e-08,1.9095e-08,3,S
404.2005.8.3.-25.-35,2005,8,404,0,3,0,0,3.408,1,22,1,-25,-35,-25.5,-37.5,24,2.6274e-08,1.3008e-08,3,S
404.2005.8.3.-30.-35,2005,8,404,0,3,0,0,8.856,3,43,1,-30,-35,-31.5,-36.5,24,2.4689e-08,2.1846e-09,3,S
404.2006.10.3.-10.-20,2006,10,404,0,3,0,0,3,1,20,0,-10,-20,-11.5,-21.5,24,2.7253e-08,1.2292e-08,4,S
404.2006.2.3.-10.-25,2006,2,404,0,3,0,0,1.2,1,6,0,-10,-25,-12.5,-26.5,24,2.8086e-08,2.7025e-08,1,S
404.2006.3.3.-25.-40,2006,3,404,0,3,0,0,10.224,5,67,0,-25,-40,-27.5,-42.5,24,2.4591e-08,2.3457e-08,1,S
404.2006.4.3.-10.-25,2006,4,404,0,3,0,0,4.56,2,25,3,-10,-25,-11,-26.5,24,2.71405e-08,2.3364e-08,2,S
404.2006.5.3.-20.-25,2006,5,404,0,3,0,0,12.36,5,81,7,-20,-25,-21.5,-26.5,24,2.8208e-08,3.4933e-08,2,S
404.2006.7.3.-10.-10,2006,7,404,0,3,0,0,1.632,1,12,0,-10,-10,-13.5,-14.5,24,2.6153e-08,9.9135e-09,3,S
404.2006.9.3.-25.-45,2006,9,404,0,3,0,0,22.968,9,117,1,-25,-45,-28.5,-46.5,24,2.5312e-08,7.2516e-09,3,S
404.2006.9.3.-30.-40,2006,9,404,0,3,0,0,3,1,20,0,-30,-40,-34.5,-44.5,24,2.7726e-08,2.1843e-09,3,S
404.2007.11.3.-35.-30,2007,11,404,0,3,0,0,3.888,1,30,0,-35,-30,-38.5,-31.5,24,2.9221e-08,8.3321e-10,4,S
404.2007.12.3.-35.-45,2007,12,404,0,3,0,0,4.608,2,29,0,-35,-45,-37.5,-48.5,24,2.9259e-08,2.2555e-09,4,S
404.2007.4.3.-30.-40,2007,4,404,0,3,0,0,1.296,1,6,0,-30,-40,-32.5,-40.5,24,2.5347e-08,9.7656e-09,2,S
404.2007.5.3.-15.-20,2007,5,404,0,3,0,0,5.52,2,54,2,-15,-20,-18,-22.5,24,3.06195e-08,2.82625e-08,2,S
404.2007.8.3.-15.-25,2007,8,404,0,3,0,0,1.2,1,6,0,-15,-25,-18.5,-28.5,24,2.7328e-08,3.0709e-08,3,S
404.2008.2.3.-25.-45,2008,2,404,0,3,0,0,5.52,2,34,0,-25,-45,-28.5,-46.5,24,2.99205e-08,2.579e-08,1,S
404.2008.2.3.0.-35,2008,2,404,0,3,0,0,1.152,1,10,0,0,-35,4.5,-39.5,24,2.4519e-08,1.2593e-08,1,N
404.2008.3.3.-30.-45,2008,3,404,0,3,0,0,13.32,5,66,3,-30,-45,-32.5,-47.5,24,2.477e-08,1.4147e-08,1,S
404.2008.4.3.-15.-30,2008,4,404,0,3,0,0,40.608,16,274,23,-15,-30,-18,-31.5,24,2.7449e-08,5.18185e-08,2,S
404.2009.11.3.-30.-35,2009,11,404,0,3,0,0,1.296,1,16,0,-30,-35,-33.5,-38.5,24,2.5873e-08,3.3072e-09,4,S
404.2009.2.3.-20.-30,2009,2,404,0,3,0,0,1.2,1,12,0,-20,-30,-21.5,-31.5,24,2.5667e-08,5.2775e-08,1,S
404.2009.5.3.-10.-25,2009,5,404,0,3,0,0,74.304,29,488,12,-10,-25,-12.5,-27.5,24,2.9722e-08,2.6135e-08,2,S
404.2009.8.3.-30.-40,2009,8,404,0,3,0,0,23.976,9,124,0,-30,-40,-32.5,-42.5,24,2.494e-08,3.3216e-09,3,S
404.2010.6.3.-15.-20,2010,6,404,0,3,0,0,1.2,1,11,0,-15,-20,-16.5,-20.5,24,3.0365e-08,1.8265e-08,2,S
404.2010.6.3.-15.-30,2010,6,404,0,3,0,0,7.488,3,51,1,-15,-30,-15.5,-30.5,24,3.0203e-08,3.0189e-08,2,S
404.2011.1.3.-20.-25,2011,1,404,0,3,0,0,63.936,24,343,17,-20,-25,-22.5,-28,24,2.5336e-08,3.74e-08,1,S
404.2011.2.3.-20.-30,2011,2,404,0,3,0,0,20.544,8,107,2,-20,-30,-23,-32.5,24,2.45215e-08,4.8564e-08,1,S
404.2011.3.3.-15.-30,2011,3,404,0,3,0,0,5.904,2,29,2,-15,-30,-16.5,-33,24,2.8238e-08,4.49305e-08,1,S
404.2011.7.3.0.-25,2011,7,404,0,3,0,0,3.312,1,25,0,0,-25,2.5,-25.5,24,2.4086e-08,7.5272e-09,3,N
404.2012.11.3.-35.-45,2012,11,404,0,3,0,0,26.688,10,166,0,-35,-45,-37.5,-47.5,24,2.9184e-08,1.7719e-09,4,S
404.2012.2.3.-20.-25,2012,2,404,0,3,0,0,9.792,4,56,1,-20,-25,-21.5,-26.5,24,2.6896e-08,3.52415e-08,1,S
404.2012.2.3.-20.-35,2012,2,404,0,3,0,0,1.992,2,13,0,-20,-35,-22.5,-36,24,2.6314e-08,3.7639e-08,1,S
404.2012.2.3.-35.-50,2012,2,404,0,3,0,0,2.304,1,11,0,-35,-50,-37.5,-52.5,24,3.0937e-08,3.856e-09,1,S
404.2012.7.3.-25.-45,2012,7,404,0,3,0,0,1.152,1,0,0,-25,-45,-27.5,-47.5,24,0,4.8408e-09,3,S
404.2013.10.3.-20.-35,2013,10,404,0,3,0,0,5.808,2,33,2,-20,-35,-22.5,-37,24,2.68085e-08,2.20405e-08,4,S
404.2013.2.3.-30.-50,2013,2,404,0,3,0,0,7.632,4,0,0,-30,-50,-33.5,-51.5,24,0,0,1,S
404.2013.5.3.-25.-45,2013,5,404,0,3,0,0,50.76,20,208,2,-25,-45,-28,-46.5,24,2.5821e-08,1.68975e-08,2,S
404.2013.6.3.-25.-40,2013,6,404,0,3,0,0,1.992,1,8,0,-25,-40,-28.5,-42.5,24,2.568e-08,1.5293e-08,2,S
404.2013.8.3.-20.-40,2013,8,404,0,3,0,0,40.776,17,123,3,-20,-40,-23.5,-42.5,24,0,3.8496e-09,3,S
404.2014.3.3.-25.-35,2014,3,404,0,3,0,0,2.544,1,15,0,-25,-35,-26.5,-39.5,24,2.4318e-08,2.8809e-08,1,S
404.2014.4.3.-15.-35,2014,4,404,0,3,0,0,9,3,55,1,-15,-35,-17.5,-35.5,24,2.7685e-08,5.1126e-08,2,S
404.2014.4.3.-30.-50,2014,4,404,0,3,0,0,2.352,1,0,0,-30,-50,-32.5,-50.5,24,0,9.6893e-09,2,S
404.2014.4.3.-35.-45,2014,4,404,0,3,0,0,1.008,1,8,0,-35,-45,-36.5,-46.5,24,2.8529e-08,7.8478e-09,2,S
404.2014.8.3.-20.-30,2014,8,404,0,3,0,0,4.224,2,15,0,-20,-30,-22.5,-31,24,2.7348e-08,2.15115e-08,3,S
404.2014.9.3.-25.-40,2014,9,404,0,3,0,0,0.792,1,4,0,-25,-40,-25.5,-43.5,24,2.5726e-08,1.0255e-08,3,S
404.2015.6.3.-35.-55,2015,6,404,0,3,0,0,2.4,1,0,0,-35,-55,-37.5,-55.5,24,0,0,2,S
404.2016.11.3.-25.-45,2016,11,404,0,3,0,0,60.168,23,281,2,-25,-45,-28.5,-46.5,24,2.6155e-08,1.3327e-08,4,S
404.2016.11.3.-30.-40,2016,11,404,0,3,0,0,2.808,1,10,0,-30,-40,-34.5,-40.5,24,2.5898e-08,2.7603e-09,4,S
404.2016.6.3.-30.-45,2016,6,404,0,3,0,0,21.12,8,111,0,-30,-45,-31.5,-47.5,24,2.5997e-08,1.22025e-08,2,S
404.2016.8.3.-25.-30,2016,8,404,0,3,0,0,1.296,1,6,0,-25,-30,-28.5,-30.5,24,2.5241e-08,9.8091e-09,3,S
404.2017.12.3.-30.-50,2017,12,404,0,3,0,0,0.192,1,1,0,-30,-50,-34.5,-51.5,24,2.7958e-08,1.0477e-08,4,S
404.2018.2.3.-25.-35,2018,2,404,0,3,0,0,21.504,8,114,1,-25,-35,-27.5,-38,24,2.4336e-08,2.44885e-08,1,S
404.2018.3.3.-25.-30,2018,3,404,0,3,0,0,2.4,1,13,0,-25,-30,-25.5,-30.5,24,2.4601e-08,3.1978e-08,1,S
404.2018.3.3.-25.-45,2018,3,404,0,3,0,0,17.136,7,53,0,-25,-45,-27.5,-46.5,24,2.4572e-08,2.2003e-08,1,S
404.2018.8.3.-20.-25,2018,8,404,0,3,0,0,1.008,1,4,0,-20,-25,-20.5,-27.5,24,2.7706e-08,1.9803e-08,3,S
41.1990.2.1.25.-80,1990,2,41,2,1,2,4,1.476,4,0,0,25,-80,28.5,-82.5,3,0,1.16365e-08,1,N
41.1990.3.1.25.-80,1990,3,41,2,1,2,4,0.45,1,0,0,25,-80,28.5,-84.5,3,0,0,1,N
41.1990.3.1.35.-65,1990,3,41,2,1,2,4,3.057,6,21,0,35,-65,38,-67,3,1.3484e-08,3.808e-09,1,N
41.1990.4.1.25.-85,1990,4,41,2,1,2,4,12.021,27,71,3,25,-85,26.5,-88.5,3,1.4904e-08,3.3126e-08,2,N
41.1990.4.1.25.-90,1990,4,41,2,1,2,4,3.357,5,31,2,25,-90,26.5,-91.5,3,1.496e-08,2.8836e-08,2,N
41.1990.4.1.35.-70,1990,4,41,2,1,2,4,0.585,1,1,0,35,-70,36.5,-70.5,3,1.3079e-08,8.2723e-09,2,N
41.1991.10.1.40.-60,1991,10,41,2,1,2,4,7.107,10,82,0,40,-60,40.5,-64.5,3,1.9167e-08,6.7904e-09,4,N
41.1991.2.1.35.-70,1991,2,41,2,1,2,4,1.2,2,9,0,35,-70,38.5,-70.5,3,1.4304e-08,1.4828e-09,1,N
41.1992.10.1.35.-65,1992,10,41,2,1,2,4,6.651,15,35,0,35,-65,38.5,-68.5,3,1.451e-08,1.5049e-08,4,N
41.1992.10.1.45.-30,1992,10,41,2,1,2,4,0.01,1,0,0,45,-30,48.5,-32.5,3,0,0,4,N
41.1992.11.1.40.-60,1992,11,41,2,1,2,4,0.501,1,5,0,40,-60,40.5,-63.5,3,1.8013e-08,2.6543e-09,4,N
41.1992.12.1.35.-70,1992,12,41,2,1,2,4,0.3,1,2,0,35,-70,38.5,-70.5,3,1.5599e-08,1.7468e-09,4,N
41.1992.4.1.20.-90,1992,4,41,2,1,2,4,2.505,5,21,0,20,-90,22.5,-91.5,3,1.6296e-08,5.1876e-08,2,N
41.1992.5.1.25.-75,1992,5,41,2,1,2,4,0.702,2,5,2,25,-75,28.5,-79.5,3,1.6158e-08,8.3025e-08,2,N
41.1993.11.1.35.-65,1993,11,41,2,1,2,4,3.297,10,22,0,35,-65,36.5,-69,3,1.3332e-08,2.8002e-08,4,N
41.1993.3.1.10.-50,1993,3,41,2,1,2,4,2.358,4,15,3,10,-50,10.5,-51.5,3,1.64115e-08,1.3169e-07,1,N
41.1993.3.1.35.-70,1993,3,41,2,1,2,4,1.494,6,6,0,35,-70,35.5,-71.5,3,1.2377e-08,7.9974e-09,1,N
41.1993.6.1.25.-90,1993,6,41,2,1,2,4,0.501,1,4,0,25,-90,27.5,-91.5,3,1.614e-08,5.7727e-08,2,N
41.1993.7.1.25.-80,1993,7,41,2,1,2,4,0.75,1,0,0,25,-80,28.5,-84.5,3,0,0,3,N
41.1994.10.1.40.-60,1994,10,41,2,1,2,4,3.711,5,32,0,40,-60,40.5,-64.5,3,2.0546e-08,4.2173e-09,4,N
41.1995.6.1.30.-70,1995,6,41,2,1,2,4,0.201,1,3,0,30,-70,33.5,-71.5,3,1.2999e-08,2.1849e-08,2,N
41.1996.1.1.5.-40,1996,1,41,2,1,2,4,11.988,12,73,7,5,-40,6.5,-42.5,3,1.8459e-08,1.2876e-07,1,N
41.1996.5.1.5.-40,1996,5,41,2,1,2,4,11.988,12,74,9,5,-40,7,-42.5,3,1.7807e-08,1.2257e-07,2,N
41.1996.7.1.25.-75,1996,7,41,2,1,2,4,4.554,10,28,7,25,-75,28.5,-79,3,1.4872e-08,1.3393e-07,3,N
41.1996.7.1.25.-85,1996,7,41,2,1,2,4,1.002,2,2,0,25,-85,26,-87.5,3,1.6025e-08,1.07033e-07,3,N
41.1997.11.1.40.-60,1997,11,41,2,1,2,4,1.602,2,12,0,40,-60,40.5,-64.5,3,1.8276e-08,1.8277e-09,4,N
41.1997.5.1.35.-65,1997,5,41,2,1,2,4,6.705,11,19,0,35,-65,36.5,-68.5,3,1.2671e-08,1.3891e-08,2,N
41.1999.11.1.25.-85,1999,11,41,2,1,2,4,4.2,7,24,2,25,-85,26.5,-87.5,3,1.4355e-08,5.84e-08,4,N
41.1999.2.1.25.-85,1999,2,41,2,1,2,4,1.2,2,10,0,25,-85,27.5,-87,3,1.5521e-08,3.49725e-08,1,N
41.1999.5.1.35.-65,1999,5,41,2,1,2,4,2.001,3,8,0,35,-65,37.5,-67.5,3,1.3278e-08,8.8921e-09,2,N
41.2000.7.1.25.-80,2000,7,41,2,1,2,4,0.798,2,0,0,25,-80,28.5,-83.5,3,0,0,3,N
41.2001.6.1.25.-80,2001,6,41,2,1,2,4,0.999,2,0,0,25,-80,27.5,-84,3,0,3.0504e-08,2,N
41.2001.7.1.25.-75,2001,7,41,2,1,2,4,0.72,1,5,0,25,-75,28.5,-79.5,3,1.5747e-08,1.5055e-07,3,N
41.2002.5.1.25.-85,2002,5,41,2,1,2,4,2.4,4,8,0,25,-85,28.5,-86.5,3,8.1955e-09,5.1083e-08,2,N
41.2003.2.1.25.-85,2003,2,41,2,1,2,4,1.2,2,0,0,25,-85,28.5,-85.5,3,0,6.3314e-09,1,N
41.2003.4.1.25.-85,2003,4,41,2,1,2,4,5.4,9,25,0,25,-85,27.5,-85.5,3,1.6741e-08,2.0752e-08,2,N
41.2003.9.1.25.-85,2003,9,41,2,1,2,4,3.603,5,15,3,25,-85,27.5,-86.5,3,1.4699e-08,8.8143e-08,3,N
41.2004.10.1.25.-80,2004,10,41,2,1,2,4,1.8,3,0,0,25,-80,28.5,-84.5,3,0,0,4,N
41.2004.10.1.25.-85,2004,10,41,2,1,2,4,5.4,9,31,1,25,-85,27.5,-87.5,3,1.6714e-08,6.0477e-08,4,N
41.2004.7.1.25.-80,2004,7,41,2,1,2,4,0.6,1,0,1,25,-80,27.5,-84.5,3,0,7.2111e-08,3,N
42.1990.1.1.25.-85,1990,1,42,2,1,2,4,10.58,18,32,0,25,-85,27.5,-87.5,4,1.5229e-08,2.2929e-08,1,N
42.1990.4.1.20.-85,1990,4,42,2,1,2,4,3.1,5,6,1,20,-85,24.5,-87.5,4,1.5325e-08,5.0841e-08,2,N
42.1990.4.1.25.-90,1990,4,42,2,1,2,4,0.7,1,2,0,25,-90,27.5,-90.5,4,1.5737e-08,2.2449e-08,2,N
42.1990.7.1.40.-65,1990,7,42,2,1,2,4,0.4,1,9,0,40,-65,40.5,-66.5,4,3.9905e-08,3.4939e-09,3,N
42.1990.8.1.35.-60,1990,8,42,2,1,2,4,0.5,1,1,0,35,-60,39.5,-63.5,4,2.5059e-08,2.747e-08,3,N
42.1990.9.1.35.-65,1990,9,42,2,1,2,4,2.8,7,15,0,35,-65,39.5,-67.5,4,2.2019e-08,9.4806e-09,3,N
42.1991.11.1.25.-90,1991,11,42,2,1,2,4,4,6,12,0,25,-90,25.5,-90.5,4,1.6686e-08,5.7092e-08,4,N
42.1991.8.1.40.-65,1991,8,42,2,1,2,4,6.36,10,40,0,40,-65,40.5,-65.5,4,3.5108e-08,7.9324e-09,3,N
42.1991.9.1.40.-45,1991,9,42,2,1,2,4,2.34,3,23,0,40,-45,43.5,-47.5,4,4.5472e-08,9.134e-11,3,N
42.1992.3.1.20.-85,1992,3,42,2,1,2,4,2.4,4,6,1,20,-85,23.5,-88,4,2.442e-08,5.3423e-08,1,N
42.1992.5.1.30.-70,1992,5,42,2,1,2,4,0.452,1,2,0,30,-70,33.5,-72.5,4,1.3529e-08,2.0946e-08,2,N
42.1992.9.1.35.-65,1992,9,42,2,1,2,4,31.112,45,121,1,35,-65,38.5,-67.5,4,1.5485e-08,2.3542e-08,3,N
